Area,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield,country,GDP_per_capita,food_supply,_merge,GDP_per_capita_clean,gdp_group
BURUNDI,"Rice, paddy",2011-01-01,1274,75.64,21.23,26876,BURUNDI,808,,both,808.0,Low GDP
BURUNDI,Sorghum,2011-01-01,1274,75.64,21.23,8205,BURUNDI,808,,both,808.0,Low GDP
BURUNDI,Soybeans,2011-01-01,1274,75.64,21.23,7764,BURUNDI,808,,both,808.0,Low GDP
BURUNDI,Sweet potatoes,2011-01-01,1274,75.64,21.23,78801,BURUNDI,808,,both,808.0,Low GDP
BURUNDI,Wheat,2011-01-01,1274,75.64,21.23,7129,BURUNDI,808,,both,808.0,Low GDP
BURUNDI,Yams,2011-01-01,1274,75.64,21.23,68989,BURUNDI,808,,both,808.0,Low GDP
BURUNDI,Cassava,2012-01-01,1274,98.59,21.44,42092,BURUNDI,814,,both,814.0,Low GDP
BURUNDI,Maize,2012-01-01,1274,98.59,21.44,11763,BURUNDI,814,,both,814.0,Low GDP
BURUNDI,Potatoes,2012-01-01,1274,98.59,21.44,31165,BURUNDI,814,,both,814.0,Low GDP
BURUNDI,"Rice, paddy",2012-01-01,1274,98.59,21.44,21041,BURUNDI,814,,both,814.0,Low GDP
BURUNDI,Sorghum,2012-01-01,1274,98.59,21.44,5890,BURUNDI,814,,both,814.0,Low GDP
BURUNDI,Soybeans,2012-01-01,1274,98.59,21.44,7283,BURUNDI,814,,both,814.0,Low GDP
BURUNDI,Sweet potatoes,2012-01-01,1274,98.59,21.44,65035,BURUNDI,814,,both,814.0,Low GDP
BURUNDI,Wheat,2012-01-01,1274,98.59,21.44,4448,BURUNDI,814,,both,814.0,Low GDP
BURUNDI,Yams,2012-01-01,1274,98.59,21.44,90258,BURUNDI,814,,both,814.0,Low GDP
BURUNDI,Cassava,2013-01-01,1274,956.06,21.53,68749,BURUNDI,825,,both,825.0,Low GDP
BURUNDI,Maize,2013-01-01,1274,956.06,21.53,13218,BURUNDI,825,,both,825.0,Low GDP
BURUNDI,Potatoes,2013-01-01,1274,956.06,21.53,62252,BURUNDI,825,,both,825.0,Low GDP
BURUNDI,"Rice, paddy",2013-01-01,1274,956.06,21.53,19130,BURUNDI,825,,both,825.0,Low GDP
BURUNDI,Sorghum,2013-01-01,1274,956.06,21.53,6513,BURUNDI,825,,both,825.0,Low GDP
BURUNDI,Soybeans,2013-01-01,1274,956.06,21.53,9554,BURUNDI,825,,both,825.0,Low GDP
BURUNDI,Sweet potatoes,2013-01-01,1274,956.06,21.53,104528,BURUNDI,825,,both,825.0,Low GDP
BURUNDI,Wheat,2013-01-01,1274,956.06,21.53,7276,BURUNDI,825,,both,825.0,Low GDP
BURUNDI,Yams,2013-01-01,1274,956.06,21.53,79279,BURUNDI,825,,both,825.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Cassava,1990-01-01,1342,0.04,25.42,28432,CENTRAL AFRICAN REPUBLIC,1190,1900.0,both,1190.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Maize,1990-01-01,1342,0.04,25.42,7324,CENTRAL AFRICAN REPUBLIC,1190,1900.0,both,1190.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Plantains and others,1990-01-01,1342,0.04,25.42,26154,CENTRAL AFRICAN REPUBLIC,1190,1900.0,both,1190.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Potatoes,1990-01-01,1342,0.04,25.42,24509,CENTRAL AFRICAN REPUBLIC,1190,1900.0,both,1190.0,Low GDP
CENTRAL AFRICAN REPUBLIC,"Rice, paddy",1990-01-01,1342,0.04,25.42,16729,CENTRAL AFRICAN REPUBLIC,1190,1900.0,both,1190.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Sorghum,1990-01-01,1342,0.04,25.42,7772,CENTRAL AFRICAN REPUBLIC,1190,1900.0,both,1190.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Yams,1990-01-01,1342,0.04,25.42,65714,CENTRAL AFRICAN REPUBLIC,1190,1900.0,both,1190.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Cassava,1991-01-01,1342,0.04,25.45,33604,CENTRAL AFRICAN REPUBLIC,1160,1910.0,both,1160.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Maize,1991-01-01,1342,0.04,25.45,8149,CENTRAL AFRICAN REPUBLIC,1160,1910.0,both,1160.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Plantains and others,1991-01-01,1342,0.04,25.45,26576,CENTRAL AFRICAN REPUBLIC,1160,1910.0,both,1160.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Potatoes,1991-01-01,1342,0.04,25.45,25714,CENTRAL AFRICAN REPUBLIC,1160,1910.0,both,1160.0,Low GDP
CENTRAL AFRICAN REPUBLIC,"Rice, paddy",1991-01-01,1342,0.04,25.45,13375,CENTRAL AFRICAN REPUBLIC,1160,1910.0,both,1160.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Sorghum,1991-01-01,1342,0.04,25.45,10088,CENTRAL AFRICAN REPUBLIC,1160,1910.0,both,1160.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Yams,1991-01-01,1342,0.04,25.45,66582,CENTRAL AFRICAN REPUBLIC,1160,1910.0,both,1160.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Cassava,1992-01-01,1342,0.04,24.81,34473,CENTRAL AFRICAN REPUBLIC,1060,1900.0,both,1060.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Maize,1992-01-01,1342,0.04,24.81,9038,CENTRAL AFRICAN REPUBLIC,1060,1900.0,both,1060.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Plantains and others,1992-01-01,1342,0.04,24.81,26667,CENTRAL AFRICAN REPUBLIC,1060,1900.0,both,1060.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Potatoes,1992-01-01,1342,0.04,24.81,25813,CENTRAL AFRICAN REPUBLIC,1060,1900.0,both,1060.0,Low GDP
CENTRAL AFRICAN REPUBLIC,"Rice, paddy",1992-01-01,1342,0.04,24.81,14516,CENTRAL AFRICAN REPUBLIC,1060,1900.0,both,1060.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Sorghum,1992-01-01,1342,0.04,24.81,12618,CENTRAL AFRICAN REPUBLIC,1060,1900.0,both,1060.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Yams,1992-01-01,1342,0.04,24.81,68421,CENTRAL AFRICAN REPUBLIC,1060,1900.0,both,1060.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Cassava,1993-01-01,1342,0.25,25.14,34472,CENTRAL AFRICAN REPUBLIC,1030,1880.0,both,1030.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Maize,1993-01-01,1342,0.25,25.14,9038,CENTRAL AFRICAN REPUBLIC,1030,1880.0,both,1030.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Plantains and others,1993-01-01,1342,0.25,25.14,26987,CENTRAL AFRICAN REPUBLIC,1030,1880.0,both,1030.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Potatoes,1993-01-01,1342,0.25,25.14,25833,CENTRAL AFRICAN REPUBLIC,1030,1880.0,both,1030.0,Low GDP
CENTRAL AFRICAN REPUBLIC,"Rice, paddy",1993-01-01,1342,0.25,25.14,14514,CENTRAL AFRICAN REPUBLIC,1030,1880.0,both,1030.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Sorghum,1993-01-01,1342,0.25,25.14,11576,CENTRAL AFRICAN REPUBLIC,1030,1880.0,both,1030.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Yams,1993-01-01,1342,0.25,25.14,67058,CENTRAL AFRICAN REPUBLIC,1030,1880.0,both,1030.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Cassava,1994-01-01,1342,2.16,25.39,30988,CENTRAL AFRICAN REPUBLIC,1050,1880.0,both,1050.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Maize,1994-01-01,1342,2.16,25.39,8500,CENTRAL AFRICAN REPUBLIC,1050,1880.0,both,1050.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Plantains and others,1994-01-01,1342,2.16,25.39,27143,CENTRAL AFRICAN REPUBLIC,1050,1880.0,both,1050.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Potatoes,1994-01-01,1342,2.16,25.39,25785,CENTRAL AFRICAN REPUBLIC,1050,1880.0,both,1050.0,Low GDP
CENTRAL AFRICAN REPUBLIC,"Rice, paddy",1994-01-01,1342,2.16,25.39,13201,CENTRAL AFRICAN REPUBLIC,1050,1880.0,both,1050.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Sorghum,1994-01-01,1342,2.16,25.39,8020,CENTRAL AFRICAN REPUBLIC,1050,1880.0,both,1050.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Yams,1994-01-01,1342,2.16,25.39,66667,CENTRAL AFRICAN REPUBLIC,1050,1880.0,both,1050.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Cassava,1995-01-01,1342,22.87,25.5,28918,CENTRAL AFRICAN REPUBLIC,1090,1880.0,both,1090.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Maize,1995-01-01,1342,22.87,25.5,8500,CENTRAL AFRICAN REPUBLIC,1090,1880.0,both,1090.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Plantains and others,1995-01-01,1342,22.87,25.5,27448,CENTRAL AFRICAN REPUBLIC,1090,1880.0,both,1090.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Potatoes,1995-01-01,1342,22.87,25.5,25725,CENTRAL AFRICAN REPUBLIC,1090,1880.0,both,1090.0,Low GDP
CENTRAL AFRICAN REPUBLIC,"Rice, paddy",1995-01-01,1342,22.87,25.5,15214,CENTRAL AFRICAN REPUBLIC,1090,1880.0,both,1090.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Sorghum,1995-01-01,1342,22.87,25.5,7343,CENTRAL AFRICAN REPUBLIC,1090,1880.0,both,1090.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Yams,1995-01-01,1342,22.87,25.5,66667,CENTRAL AFRICAN REPUBLIC,1090,1880.0,both,1090.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Cassava,1996-01-01,1342,22.87,25.32,29228,CENTRAL AFRICAN REPUBLIC,1010,1900.0,both,1010.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Maize,1996-01-01,1342,22.87,25.32,8500,CENTRAL AFRICAN REPUBLIC,1010,1900.0,both,1010.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Plantains and others,1996-01-01,1342,22.87,25.32,27693,CENTRAL AFRICAN REPUBLIC,1010,1900.0,both,1010.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Potatoes,1996-01-01,1342,22.87,25.32,25676,CENTRAL AFRICAN REPUBLIC,1010,1900.0,both,1010.0,Low GDP
CENTRAL AFRICAN REPUBLIC,"Rice, paddy",1996-01-01,1342,22.87,25.32,13200,CENTRAL AFRICAN REPUBLIC,1010,1900.0,both,1010.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Sorghum,1996-01-01,1342,22.87,25.32,7835,CENTRAL AFRICAN REPUBLIC,1010,1900.0,both,1010.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Yams,1996-01-01,1342,22.87,25.32,66038,CENTRAL AFRICAN REPUBLIC,1010,1900.0,both,1010.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Cassava,1997-01-01,1342,22.87,25.69,30458,CENTRAL AFRICAN REPUBLIC,1040,1920.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Maize,1997-01-01,1342,22.87,25.69,9178,CENTRAL AFRICAN REPUBLIC,1040,1920.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Plantains and others,1997-01-01,1342,22.87,25.69,27931,CENTRAL AFRICAN REPUBLIC,1040,1920.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Potatoes,1997-01-01,1342,22.87,25.69,25549,CENTRAL AFRICAN REPUBLIC,1040,1920.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,"Rice, paddy",1997-01-01,1342,22.87,25.69,14167,CENTRAL AFRICAN REPUBLIC,1040,1920.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Sorghum,1997-01-01,1342,22.87,25.69,8424,CENTRAL AFRICAN REPUBLIC,1040,1920.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Yams,1997-01-01,1342,22.87,25.69,66667,CENTRAL AFRICAN REPUBLIC,1040,1920.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Cassava,1998-01-01,1342,22.87,25.96,30380,CENTRAL AFRICAN REPUBLIC,1060,1990.0,both,1060.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Maize,1998-01-01,1342,22.87,25.96,9799,CENTRAL AFRICAN REPUBLIC,1060,1990.0,both,1060.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Plantains and others,1998-01-01,1342,22.87,25.96,28276,CENTRAL AFRICAN REPUBLIC,1060,1990.0,both,1060.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Potatoes,1998-01-01,1342,22.87,25.96,25526,CENTRAL AFRICAN REPUBLIC,1060,1990.0,both,1060.0,Low GDP
CENTRAL AFRICAN REPUBLIC,"Rice, paddy",1998-01-01,1342,22.87,25.96,14231,CENTRAL AFRICAN REPUBLIC,1060,1990.0,both,1060.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Sorghum,1998-01-01,1342,22.87,25.96,8452,CENTRAL AFRICAN REPUBLIC,1060,1990.0,both,1060.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Yams,1998-01-01,1342,22.87,25.96,67151,CENTRAL AFRICAN REPUBLIC,1060,1990.0,both,1060.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Cassava,1999-01-01,1342,22.87,25.05,29421,CENTRAL AFRICAN REPUBLIC,1070,1930.0,both,1070.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Maize,1999-01-01,1342,22.87,25.05,10556,CENTRAL AFRICAN REPUBLIC,1070,1930.0,both,1070.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Plantains and others,1999-01-01,1342,22.87,25.05,28381,CENTRAL AFRICAN REPUBLIC,1070,1930.0,both,1070.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Potatoes,1999-01-01,1342,22.87,25.05,25434,CENTRAL AFRICAN REPUBLIC,1070,1930.0,both,1070.0,Low GDP
CENTRAL AFRICAN REPUBLIC,"Rice, paddy",1999-01-01,1342,22.87,25.05,15000,CENTRAL AFRICAN REPUBLIC,1070,1930.0,both,1070.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Sorghum,1999-01-01,1342,22.87,25.05,7660,CENTRAL AFRICAN REPUBLIC,1070,1930.0,both,1070.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Yams,1999-01-01,1342,22.87,25.05,67925,CENTRAL AFRICAN REPUBLIC,1070,1930.0,both,1070.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Cassava,2000-01-01,1342,22.87,25.4,29839,CENTRAL AFRICAN REPUBLIC,1020,1980.0,both,1020.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Maize,2000-01-01,1342,22.87,25.4,10600,CENTRAL AFRICAN REPUBLIC,1020,1980.0,both,1020.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Plantains and others,2000-01-01,1342,22.87,25.4,28575,CENTRAL AFRICAN REPUBLIC,1020,1980.0,both,1020.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Potatoes,2000-01-01,1342,22.87,25.4,25641,CENTRAL AFRICAN REPUBLIC,1020,1980.0,both,1020.0,Low GDP
CENTRAL AFRICAN REPUBLIC,"Rice, paddy",2000-01-01,1342,22.87,25.4,14903,CENTRAL AFRICAN REPUBLIC,1020,1980.0,both,1020.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Sorghum,2000-01-01,1342,22.87,25.4,6967,CENTRAL AFRICAN REPUBLIC,1020,1980.0,both,1020.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Yams,2000-01-01,1342,22.87,25.4,67857,CENTRAL AFRICAN REPUBLIC,1020,1980.0,both,1020.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Cassava,2001-01-01,1342,22.87,25.28,30383,CENTRAL AFRICAN REPUBLIC,1040,1990.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Maize,2001-01-01,1342,22.87,25.28,10700,CENTRAL AFRICAN REPUBLIC,1040,1990.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Plantains and others,2001-01-01,1342,22.87,25.28,28770,CENTRAL AFRICAN REPUBLIC,1040,1990.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Potatoes,2001-01-01,1342,22.87,25.28,24792,CENTRAL AFRICAN REPUBLIC,1040,1990.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,"Rice, paddy",2001-01-01,1342,22.87,25.28,14882,CENTRAL AFRICAN REPUBLIC,1040,1990.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Sorghum,2001-01-01,1342,22.87,25.28,8048,CENTRAL AFRICAN REPUBLIC,1040,1990.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Yams,2001-01-01,1342,22.87,25.28,67585,CENTRAL AFRICAN REPUBLIC,1040,1990.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Cassava,2002-01-01,1342,22.87,25.44,30614,CENTRAL AFRICAN REPUBLIC,1040,2000.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Maize,2002-01-01,1342,22.87,25.44,9826,CENTRAL AFRICAN REPUBLIC,1040,2000.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Plantains and others,2002-01-01,1342,22.87,25.44,29286,CENTRAL AFRICAN REPUBLIC,1040,2000.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Potatoes,2002-01-01,1342,22.87,25.44,24109,CENTRAL AFRICAN REPUBLIC,1040,2000.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,"Rice, paddy",2002-01-01,1342,22.87,25.44,14891,CENTRAL AFRICAN REPUBLIC,1040,2000.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Sorghum,2002-01-01,1342,22.87,25.44,10322,CENTRAL AFRICAN REPUBLIC,1040,2000.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Yams,2002-01-01,1342,22.87,25.44,67308,CENTRAL AFRICAN REPUBLIC,1040,2000.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Cassava,2004-01-01,1342,22.87,25.67,29768,CENTRAL AFRICAN REPUBLIC,996,1990.0,both,996.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Maize,2004-01-01,1342,22.87,25.67,9615,CENTRAL AFRICAN REPUBLIC,996,1990.0,both,996.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Plantains and others,2004-01-01,1342,22.87,25.67,29096,CENTRAL AFRICAN REPUBLIC,996,1990.0,both,996.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Potatoes,2004-01-01,1342,22.87,25.67,20308,CENTRAL AFRICAN REPUBLIC,996,1990.0,both,996.0,Low GDP
CENTRAL AFRICAN REPUBLIC,"Rice, paddy",2004-01-01,1342,22.87,25.67,19938,CENTRAL AFRICAN REPUBLIC,996,1990.0,both,996.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Sorghum,2004-01-01,1342,22.87,25.67,8288,CENTRAL AFRICAN REPUBLIC,996,1990.0,both,996.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Yams,2004-01-01,1342,22.87,25.67,67308,CENTRAL AFRICAN REPUBLIC,996,1990.0,both,996.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Cassava,2005-01-01,1342,22.87,25.92,29771,CENTRAL AFRICAN REPUBLIC,984,2030.0,both,984.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Maize,2005-01-01,1342,22.87,25.92,9034,CENTRAL AFRICAN REPUBLIC,984,2030.0,both,984.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Plantains and others,2005-01-01,1342,22.87,25.92,28929,CENTRAL AFRICAN REPUBLIC,984,2030.0,both,984.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Potatoes,2005-01-01,1342,22.87,25.92,18862,CENTRAL AFRICAN REPUBLIC,984,2030.0,both,984.0,Low GDP
CENTRAL AFRICAN REPUBLIC,"Rice, paddy",2005-01-01,1342,22.87,25.92,20087,CENTRAL AFRICAN REPUBLIC,984,2030.0,both,984.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Sorghum,2005-01-01,1342,22.87,25.92,8998,CENTRAL AFRICAN REPUBLIC,984,2030.0,both,984.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Yams,2005-01-01,1342,22.87,25.92,68693,CENTRAL AFRICAN REPUBLIC,984,2030.0,both,984.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Cassava,2006-01-01,1342,22.87,25.85,29789,CENTRAL AFRICAN REPUBLIC,1010,2030.0,both,1010.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Maize,2006-01-01,1342,22.87,25.85,9010,CENTRAL AFRICAN REPUBLIC,1010,2030.0,both,1010.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Plantains and others,2006-01-01,1342,22.87,25.85,28962,CENTRAL AFRICAN REPUBLIC,1010,2030.0,both,1010.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Potatoes,2006-01-01,1342,22.87,25.85,15360,CENTRAL AFRICAN REPUBLIC,1010,2030.0,both,1010.0,Low GDP
CENTRAL AFRICAN REPUBLIC,"Rice, paddy",2006-01-01,1342,22.87,25.85,16000,CENTRAL AFRICAN REPUBLIC,1010,2030.0,both,1010.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Sorghum,2006-01-01,1342,22.87,25.85,9517,CENTRAL AFRICAN REPUBLIC,1010,2030.0,both,1010.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Yams,2006-01-01,1342,22.87,25.85,68519,CENTRAL AFRICAN REPUBLIC,1010,2030.0,both,1010.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Cassava,2007-01-01,1342,22.87,25.88,30000,CENTRAL AFRICAN REPUBLIC,1040,2090.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Maize,2007-01-01,1342,22.87,25.88,8500,CENTRAL AFRICAN REPUBLIC,1040,2090.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Plantains and others,2007-01-01,1342,22.87,25.88,29078,CENTRAL AFRICAN REPUBLIC,1040,2090.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Potatoes,2007-01-01,1342,22.87,25.88,14295,CENTRAL AFRICAN REPUBLIC,1040,2090.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,"Rice, paddy",2007-01-01,1342,22.87,25.88,15000,CENTRAL AFRICAN REPUBLIC,1040,2090.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Sorghum,2007-01-01,1342,22.87,25.88,10000,CENTRAL AFRICAN REPUBLIC,1040,2090.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Yams,2007-01-01,1342,22.87,25.88,71650,CENTRAL AFRICAN REPUBLIC,1040,2090.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Cassava,2008-01-01,1342,22.87,25.76,30000,CENTRAL AFRICAN REPUBLIC,1040,2130.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Maize,2008-01-01,1342,22.87,25.76,8500,CENTRAL AFRICAN REPUBLIC,1040,2130.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Plantains and others,2008-01-01,1342,22.87,25.76,29052,CENTRAL AFRICAN REPUBLIC,1040,2130.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Potatoes,2008-01-01,1342,22.87,25.76,13425,CENTRAL AFRICAN REPUBLIC,1040,2130.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,"Rice, paddy",2008-01-01,1342,22.87,25.76,15000,CENTRAL AFRICAN REPUBLIC,1040,2130.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Sorghum,2008-01-01,1342,22.87,25.76,10000,CENTRAL AFRICAN REPUBLIC,1040,2130.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Yams,2008-01-01,1342,22.87,25.76,73831,CENTRAL AFRICAN REPUBLIC,1040,2130.0,both,1040.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Cassava,2009-01-01,1342,22.87,26.17,30000,CENTRAL AFRICAN REPUBLIC,1100,2140.0,both,1100.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Maize,2009-01-01,1342,22.87,26.17,8500,CENTRAL AFRICAN REPUBLIC,1100,2140.0,both,1100.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Plantains and others,2009-01-01,1342,22.87,26.17,29310,CENTRAL AFRICAN REPUBLIC,1100,2140.0,both,1100.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Potatoes,2009-01-01,1342,22.87,26.17,12657,CENTRAL AFRICAN REPUBLIC,1100,2140.0,both,1100.0,Low GDP
CENTRAL AFRICAN REPUBLIC,"Rice, paddy",2009-01-01,1342,22.87,26.17,15000,CENTRAL AFRICAN REPUBLIC,1100,2140.0,both,1100.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Sorghum,2009-01-01,1342,22.87,26.17,10000,CENTRAL AFRICAN REPUBLIC,1100,2140.0,both,1100.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Yams,2009-01-01,1342,22.87,26.17,75844,CENTRAL AFRICAN REPUBLIC,1100,2140.0,both,1100.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Cassava,2010-01-01,1342,22.87,26.06,28175,CENTRAL AFRICAN REPUBLIC,1130,2160.0,both,1130.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Maize,2010-01-01,1342,22.87,26.06,16148,CENTRAL AFRICAN REPUBLIC,1130,2160.0,both,1130.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Plantains and others,2010-01-01,1342,22.87,26.06,29333,CENTRAL AFRICAN REPUBLIC,1130,2160.0,both,1130.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Potatoes,2010-01-01,1342,22.87,26.06,11650,CENTRAL AFRICAN REPUBLIC,1130,2160.0,both,1130.0,Low GDP
CENTRAL AFRICAN REPUBLIC,"Rice, paddy",2010-01-01,1342,22.87,26.06,23353,CENTRAL AFRICAN REPUBLIC,1130,2160.0,both,1130.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Sorghum,2010-01-01,1342,22.87,26.06,9269,CENTRAL AFRICAN REPUBLIC,1130,2160.0,both,1130.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Yams,2010-01-01,1342,22.87,26.06,79091,CENTRAL AFRICAN REPUBLIC,1130,2160.0,both,1130.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Cassava,2011-01-01,1342,22.87,25.23,28132,CENTRAL AFRICAN REPUBLIC,1160,2150.0,both,1160.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Maize,2011-01-01,1342,22.87,25.23,16804,CENTRAL AFRICAN REPUBLIC,1160,2150.0,both,1160.0,Low GDP
CENTRAL AFRICAN REPUBLIC,Plantains and others,2011-01-01,1342,22.87,25.23,28475,CENTRAL AFRICAN REPUBLIC,1160,2150.0,both,1160.0,Low GDP
