Area,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield,country,GDP_per_capita,food_supply,_merge,GDP_per_capita_clean
BELARUS,Potatoes,1996-01-01,618,8306.31,5.32,151328,BELARUS,6370,3280.0,both,6370.0
BELARUS,Wheat,1996-01-01,618,8306.31,5.32,21989,BELARUS,6370,3280.0,both,6370.0
BELARUS,Maize,1997-01-01,618,8306.31,5.98,20333,BELARUS,7080,3280.0,both,7080.0
BELARUS,Potatoes,1997-01-01,618,8306.31,5.98,99173,BELARUS,7080,3280.0,both,7080.0
BELARUS,Wheat,1997-01-01,618,8306.31,5.98,25132,BELARUS,7080,3280.0,both,7080.0
BELARUS,Maize,1998-01-01,618,8306.31,6.11,26522,BELARUS,7660,3220.0,both,7660.0
BELARUS,Potatoes,1998-01-01,618,8306.31,6.11,108971,BELARUS,7660,3220.0,both,7660.0
BELARUS,Wheat,1998-01-01,618,8306.31,6.11,21347,BELARUS,7660,3220.0,both,7660.0
BELARUS,Maize,1999-01-01,618,8306.31,7.38,26053,BELARUS,7910,3120.0,both,7910.0
BELARUS,Potatoes,1999-01-01,618,8306.31,7.38,113330,BELARUS,7910,3120.0,both,7910.0
BELARUS,Wheat,1999-01-01,618,8306.31,7.38,17322,BELARUS,7910,3120.0,both,7910.0
BELARUS,Maize,2000-01-01,618,8306.31,7.52,23077,BELARUS,8360,2990.0,both,8360.0
BELARUS,Potatoes,2000-01-01,618,8306.31,7.52,131888,BELARUS,8360,2990.0,both,8360.0
BELARUS,Wheat,2000-01-01,618,8306.31,7.52,21367,BELARUS,8360,2990.0,both,8360.0
BELARUS,Maize,2001-01-01,618,8306.31,6.71,25917,BELARUS,8750,3050.0,both,8750.0
BELARUS,Potatoes,2001-01-01,618,8306.31,6.71,122132,BELARUS,8750,3050.0,both,8750.0
BELARUS,Wheat,2001-01-01,618,8306.31,6.71,21255,BELARUS,8750,3050.0,both,8750.0
BELARUS,Maize,2002-01-01,618,8306.31,7.34,32889,BELARUS,9200,2980.0,both,9200.0
BELARUS,Potatoes,2002-01-01,618,8306.31,7.34,134922,BELARUS,9200,2980.0,both,9200.0
BELARUS,Wheat,2002-01-01,618,8306.31,7.34,26919,BELARUS,9200,2980.0,both,9200.0
BELARUS,Maize,2004-01-01,618,8306.31,6.49,35297,BELARUS,11k,2900.0,both,11000.0
BELARUS,Potatoes,2004-01-01,618,8306.31,6.49,195459,BELARUS,11k,2900.0,both,11000.0
BELARUS,Wheat,2004-01-01,618,8306.31,6.49,33040,BELARUS,11k,2900.0,both,11000.0
BELARUS,Maize,2005-01-01,618,8306.31,6.53,39965,BELARUS,12.1k,2990.0,both,12100.0
BELARUS,Potatoes,2005-01-01,618,8306.31,6.53,177299,BELARUS,12.1k,2990.0,both,12100.0
BELARUS,Wheat,2005-01-01,618,8306.31,6.53,32812,BELARUS,12.1k,2990.0,both,12100.0
BELARUS,Maize,2006-01-01,618,8306.31,6.6,39390,BELARUS,13.3k,3080.0,both,13300.0
BELARUS,Potatoes,2006-01-01,618,8306.31,6.6,191956,BELARUS,13.3k,3080.0,both,13300.0
BELARUS,Wheat,2006-01-01,618,8306.31,6.6,28191,BELARUS,13.3k,3080.0,both,13300.0
BELARUS,Maize,2007-01-01,618,8306.31,7.51,50653,BELARUS,14.5k,3190.0,both,14500.0
BELARUS,Potatoes,2007-01-01,618,8306.31,7.51,211948,BELARUS,14.5k,3190.0,both,14500.0
BELARUS,Wheat,2007-01-01,618,8306.31,7.51,32771,BELARUS,14.5k,3190.0,both,14500.0
BELARUS,Maize,2008-01-01,618,8306.31,7.75,43890,BELARUS,16k,3200.0,both,16000.0
BELARUS,Potatoes,2008-01-01,618,8306.31,7.75,220735,BELARUS,16k,3200.0,both,16000.0
BELARUS,Wheat,2008-01-01,618,8306.31,7.75,39752,BELARUS,16k,3200.0,both,16000.0
BELARUS,Maize,2009-01-01,618,8306.31,6.75,46818,BELARUS,16k,3130.0,both,16000.0
BELARUS,Potatoes,2009-01-01,618,8306.31,6.75,186040,BELARUS,16k,3130.0,both,16000.0
BELARUS,Wheat,2009-01-01,618,8306.31,6.75,35428,BELARUS,16k,3130.0,both,16000.0
BELARUS,Maize,2010-01-01,618,8306.31,6.71,49306,BELARUS,17.3k,3200.0,both,17300.0
BELARUS,Potatoes,2010-01-01,618,8306.31,6.71,213518,BELARUS,17.3k,3200.0,both,17300.0
BELARUS,Wheat,2010-01-01,618,8306.31,6.71,28851,BELARUS,17.3k,3200.0,both,17300.0
BELARUS,Maize,2011-01-01,618,8306.31,7.29,65950,BELARUS,18.3k,3400.0,both,18300.0
BELARUS,Potatoes,2011-01-01,618,8306.31,7.29,209564,BELARUS,18.3k,3400.0,both,18300.0
BELARUS,Wheat,2011-01-01,618,8306.31,7.29,33088,BELARUS,18.3k,3400.0,both,18300.0
BELARUS,Maize,2012-01-01,618,9578.67,6.33,50407,BELARUS,18.6k,3400.0,both,18600.0
BELARUS,Potatoes,2012-01-01,618,9578.67,6.33,208131,BELARUS,18.6k,3400.0,both,18600.0
BELARUS,Wheat,2012-01-01,618,9578.67,6.33,35822,BELARUS,18.6k,3400.0,both,18600.0
BELARUS,Maize,2013-01-01,618,9163.51,7.83,55656,BELARUS,18.8k,3250.0,both,18800.0
BELARUS,Potatoes,2013-01-01,618,9163.51,7.83,193536,BELARUS,18.8k,3250.0,both,18800.0
BELARUS,Wheat,2013-01-01,618,9163.51,7.83,30610,BELARUS,18.8k,3250.0,both,18800.0
BELGIUM,Maize,2000-01-01,847,9560.49,11.37,111006,BELGIUM,42.1k,3710.0,both,42100.0
BELGIUM,Wheat,2000-01-01,847,9560.49,11.37,79198,BELGIUM,42.1k,3710.0,both,42100.0
BELGIUM,Maize,2001-01-01,847,8529.07,10.94,113522,BELGIUM,42.5k,3750.0,both,42500.0
BELGIUM,Wheat,2001-01-01,847,8529.07,10.94,80475,BELGIUM,42.5k,3750.0,both,42500.0
BELGIUM,Maize,2002-01-01,847,9204.0,11.44,111962,BELGIUM,43.1k,3750.0,both,43100.0
BELGIUM,Wheat,2002-01-01,847,9204.0,11.44,82757,BELGIUM,43.1k,3750.0,both,43100.0
BELGIUM,Maize,2004-01-01,847,9186.0,10.94,122246,BELGIUM,44.8k,3720.0,both,44800.0
BELGIUM,Wheat,2004-01-01,847,9186.0,10.94,89806,BELGIUM,44.8k,3720.0,both,44800.0
BELGIUM,Maize,2005-01-01,847,9776.0,11.16,116872,BELGIUM,45.7k,3720.0,both,45700.0
BELGIUM,Wheat,2005-01-01,847,9776.0,11.16,82733,BELGIUM,45.7k,3720.0,both,45700.0
BELGIUM,Maize,2006-01-01,847,8244.02,11.48,101929,BELGIUM,46.6k,3720.0,both,46600.0
BELGIUM,Wheat,2006-01-01,847,8244.02,11.48,82549,BELGIUM,46.6k,3720.0,both,46600.0
BELGIUM,Maize,2007-01-01,847,6712.05,11.52,131278,BELGIUM,48k,3710.0,both,48000.0
BELGIUM,Wheat,2007-01-01,847,6712.05,11.52,78908,BELGIUM,48k,3710.0,both,48000.0
BELGIUM,Maize,2008-01-01,847,6516.47,10.9,119258,BELGIUM,48k,3700.0,both,48000.0
BELGIUM,Wheat,2008-01-01,847,6516.47,10.9,87585,BELGIUM,48k,3700.0,both,48000.0
BELGIUM,Maize,2009-01-01,847,5496.04,11.0,121174,BELGIUM,46.7k,3700.0,both,46700.0
BELGIUM,Wheat,2009-01-01,847,5496.04,11.0,94652,BELGIUM,46.7k,3700.0,both,46700.0
BELGIUM,Maize,2010-01-01,847,4644.53,9.74,119283,BELGIUM,47.6k,3710.0,both,47600.0
BELGIUM,Wheat,2010-01-01,847,4644.53,9.74,88272,BELGIUM,47.6k,3710.0,both,47600.0
BELGIUM,Maize,2011-01-01,847,5740.44,11.69,119360,BELGIUM,47.8k,3720.0,both,47800.0
BELGIUM,Wheat,2011-01-01,847,5740.44,11.69,84046,BELGIUM,47.8k,3720.0,both,47800.0
BELGIUM,Maize,2012-01-01,847,6139.3,10.68,102438,BELGIUM,47.9k,3720.0,both,47900.0
BELGIUM,Wheat,2012-01-01,847,6139.3,10.68,84522,BELGIUM,47.9k,3720.0,both,47900.0
BELGIUM,Maize,2013-01-01,847,5905.6,10.36,111500,BELGIUM,47.9k,3730.0,both,47900.0
BELGIUM,Wheat,2013-01-01,847,5905.6,10.36,89349,BELGIUM,47.9k,3730.0,both,47900.0
BOTSWANA,Maize,1990-01-01,416,17.0,19.54,2899,BOTSWANA,8130,2220.0,both,8130.0
BOTSWANA,Sorghum,1990-01-01,416,17.0,19.54,2500,BOTSWANA,8130,2220.0,both,8130.0
BOTSWANA,Wheat,1990-01-01,416,17.0,19.54,26178,BOTSWANA,8130,2220.0,both,8130.0
BOTSWANA,Maize,1991-01-01,416,19.0,19.29,3962,BOTSWANA,8590,2220.0,both,8590.0
BOTSWANA,Sorghum,1991-01-01,416,19.0,19.29,3663,BOTSWANA,8590,2220.0,both,8590.0
BOTSWANA,Wheat,1991-01-01,416,19.0,19.29,22464,BOTSWANA,8590,2220.0,both,8590.0
BOTSWANA,Maize,1992-01-01,416,17.0,20.59,1899,BOTSWANA,8680,2200.0,both,8680.0
BOTSWANA,Sorghum,1992-01-01,416,17.0,20.59,2909,BOTSWANA,8680,2200.0,both,8680.0
BOTSWANA,Wheat,1992-01-01,416,17.0,20.59,21653,BOTSWANA,8680,2200.0,both,8680.0
BOTSWANA,Maize,1993-01-01,416,17.0,19.97,1353,BOTSWANA,8680,2070.0,both,8680.0
BOTSWANA,Sorghum,1993-01-01,416,17.0,19.97,5236,BOTSWANA,8680,2070.0,both,8680.0
BOTSWANA,Wheat,1993-01-01,416,17.0,19.97,20843,BOTSWANA,8680,2070.0,both,8680.0
BOTSWANA,Maize,1994-01-01,416,17.0,19.26,1698,BOTSWANA,8840,2190.0,both,8840.0
BOTSWANA,Sorghum,1994-01-01,416,17.0,19.26,2182,BOTSWANA,8840,2190.0,both,8840.0
BOTSWANA,Wheat,1994-01-01,416,17.0,19.26,20032,BOTSWANA,8840,2190.0,both,8840.0
BOTSWANA,Maize,1995-01-01,416,17.0,19.96,9477,BOTSWANA,9290,2190.0,both,9290.0
BOTSWANA,Sorghum,1995-01-01,416,17.0,19.96,3597,BOTSWANA,9290,2190.0,both,9290.0
BOTSWANA,Wheat,1995-01-01,416,17.0,19.96,19222,BOTSWANA,9290,2190.0,both,9290.0
BOTSWANA,Maize,1996-01-01,416,17.0,19.1,2463,BOTSWANA,9680,2210.0,both,9680.0
BOTSWANA,Sorghum,1996-01-01,416,17.0,19.1,3592,BOTSWANA,9680,2210.0,both,9680.0
BOTSWANA,Wheat,1996-01-01,416,17.0,19.1,19009,BOTSWANA,9680,2210.0,both,9680.0
BOTSWANA,Maize,1997-01-01,416,17.0,19.26,2867,BOTSWANA,10.3k,2170.0,both,10300.0
BOTSWANA,Sorghum,1997-01-01,416,17.0,19.26,2455,BOTSWANA,10.3k,2170.0,both,10300.0
BOTSWANA,Wheat,1997-01-01,416,17.0,19.26,17235,BOTSWANA,10.3k,2170.0,both,10300.0
BOTSWANA,Maize,1998-01-01,416,17.0,20.05,910,BOTSWANA,10.2k,2080.0,both,10200.0
BOTSWANA,Sorghum,1998-01-01,416,17.0,20.05,3364,BOTSWANA,10.2k,2080.0,both,10200.0
BOTSWANA,Wheat,1998-01-01,416,17.0,20.05,16667,BOTSWANA,10.2k,2080.0,both,10200.0
BOTSWANA,Maize,1999-01-01,416,17.0,20.24,1111,BOTSWANA,11k,2120.0,both,11000.0
BOTSWANA,Sorghum,1999-01-01,416,17.0,20.24,2669,BOTSWANA,11k,2120.0,both,11000.0
BOTSWANA,Wheat,1999-01-01,416,17.0,20.24,16337,BOTSWANA,11k,2120.0,both,11000.0
BOTSWANA,Maize,2000-01-01,416,17.0,18.97,1123,BOTSWANA,11.1k,2080.0,both,11100.0
BOTSWANA,Sorghum,2000-01-01,416,17.0,18.97,1573,BOTSWANA,11.1k,2080.0,both,11100.0
BOTSWANA,Wheat,2000-01-01,416,17.0,18.97,15878,BOTSWANA,11.1k,2080.0,both,11100.0
BOTSWANA,Maize,2001-01-01,416,17.0,19.36,1992,BOTSWANA,11k,2150.0,both,11000.0
BOTSWANA,Sorghum,2001-01-01,416,17.0,19.36,11538,BOTSWANA,11k,2150.0,both,11000.0
BOTSWANA,Wheat,2001-01-01,416,17.0,19.36,15714,BOTSWANA,11k,2150.0,both,11000.0
BOTSWANA,Maize,2002-01-01,416,17.0,19.89,2947,BOTSWANA,11.5k,2110.0,both,11500.0
BOTSWANA,Sorghum,2002-01-01,416,17.0,19.89,4218,BOTSWANA,11.5k,2110.0,both,11500.0
BOTSWANA,Wheat,2002-01-01,416,17.0,19.89,14563,BOTSWANA,11.5k,2110.0,both,11500.0
BOTSWANA,Maize,2004-01-01,416,17.0,19.41,1743,BOTSWANA,12k,2190.0,both,12000.0
BOTSWANA,Sorghum,2004-01-01,416,17.0,19.41,3343,BOTSWANA,12k,2190.0,both,12000.0
BOTSWANA,Wheat,2004-01-01,416,17.0,19.41,12692,BOTSWANA,12k,2190.0,both,12000.0
BOTSWANA,Maize,2005-01-01,416,17.0,20.42,2297,BOTSWANA,12.4k,2200.0,both,12400.0
BOTSWANA,Sorghum,2005-01-01,416,17.0,20.42,18316,BOTSWANA,12.4k,2200.0,both,12400.0
BOTSWANA,Wheat,2005-01-01,416,17.0,20.42,11614,BOTSWANA,12.4k,2200.0,both,12400.0
BOTSWANA,Maize,2006-01-01,416,17.0,18.97,2511,BOTSWANA,13.2k,2150.0,both,13200.0
BOTSWANA,Sorghum,2006-01-01,416,17.0,18.97,5024,BOTSWANA,13.2k,2150.0,both,13200.0
BOTSWANA,Wheat,2006-01-01,416,17.0,18.97,10452,BOTSWANA,13.2k,2150.0,both,13200.0
BOTSWANA,Maize,2007-01-01,416,17.0,19.71,1219,BOTSWANA,13.8k,2170.0,both,13800.0
BOTSWANA,Sorghum,2007-01-01,416,17.0,19.71,9979,BOTSWANA,13.8k,2170.0,both,13800.0
BOTSWANA,Wheat,2007-01-01,416,17.0,19.71,9000,BOTSWANA,13.8k,2170.0,both,13800.0
BOTSWANA,Maize,2008-01-01,416,17.0,19.63,1844,BOTSWANA,13.9k,2180.0,both,13900.0
BOTSWANA,Sorghum,2008-01-01,416,17.0,19.63,5507,BOTSWANA,13.9k,2180.0,both,13900.0
BOTSWANA,Wheat,2008-01-01,416,17.0,19.63,8000,BOTSWANA,13.9k,2180.0,both,13900.0
BOTSWANA,Maize,2009-01-01,416,17.0,19.25,2429,BOTSWANA,11.7k,2200.0,both,11700.0
BOTSWANA,Sorghum,2009-01-01,416,17.0,19.25,5042,BOTSWANA,11.7k,2200.0,both,11700.0
BOTSWANA,Maize,2010-01-01,416,17.0,19.98,1617,BOTSWANA,12.6k,2230.0,both,12600.0
BOTSWANA,Sorghum,2010-01-01,416,17.0,19.98,5701,BOTSWANA,12.6k,2230.0,both,12600.0
BOTSWANA,Maize,2011-01-01,416,17.0,19.19,3473,BOTSWANA,13.2k,2270.0,both,13200.0
BOTSWANA,Sorghum,2011-01-01,416,17.0,19.19,6690,BOTSWANA,13.2k,2270.0,both,13200.0
BOTSWANA,Maize,2012-01-01,416,17.0,19.83,1370,BOTSWANA,13k,2340.0,both,13000.0
BOTSWANA,Sorghum,2012-01-01,416,17.0,19.83,6779,BOTSWANA,13k,2340.0,both,13000.0
BOTSWANA,Maize,2013-01-01,416,17.0,18.69,849,BOTSWANA,14.1k,2330.0,both,14100.0
BOTSWANA,Sorghum,2013-01-01,416,17.0,18.69,3168,BOTSWANA,14.1k,2330.0,both,14100.0
BRAZIL,Cassava,1990-01-01,1761,49695.0,21.88,125529,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Cassava,1990-01-01,1761,49695.0,20.29,125529,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Cassava,1990-01-01,1761,49695.0,17.77,125529,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Cassava,1990-01-01,1761,49695.0,17.77,125529,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Cassava,1990-01-01,1761,49695.0,27.65,125529,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Cassava,1990-01-01,1761,49695.0,20.29,125529,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Cassava,1990-01-01,1761,49695.0,27.07,125529,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Cassava,1990-01-01,1761,49695.0,18.47,125529,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Cassava,1990-01-01,1761,49695.0,25.76,125529,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Cassava,1990-01-01,1761,49695.0,24.64,125529,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Cassava,1990-01-01,1761,49695.0,25.29,125529,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Maize,1990-01-01,1761,49695.0,21.88,18735,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Maize,1990-01-01,1761,49695.0,20.29,18735,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Maize,1990-01-01,1761,49695.0,17.77,18735,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Maize,1990-01-01,1761,49695.0,17.77,18735,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Maize,1990-01-01,1761,49695.0,27.65,18735,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Maize,1990-01-01,1761,49695.0,20.29,18735,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Maize,1990-01-01,1761,49695.0,27.07,18735,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Maize,1990-01-01,1761,49695.0,18.47,18735,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Maize,1990-01-01,1761,49695.0,25.76,18735,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Maize,1990-01-01,1761,49695.0,24.64,18735,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Maize,1990-01-01,1761,49695.0,25.29,18735,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Potatoes,1990-01-01,1761,49695.0,21.88,141084,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Potatoes,1990-01-01,1761,49695.0,20.29,141084,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Potatoes,1990-01-01,1761,49695.0,17.77,141084,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Potatoes,1990-01-01,1761,49695.0,17.77,141084,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Potatoes,1990-01-01,1761,49695.0,27.65,141084,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Potatoes,1990-01-01,1761,49695.0,20.29,141084,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Potatoes,1990-01-01,1761,49695.0,27.07,141084,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Potatoes,1990-01-01,1761,49695.0,18.47,141084,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Potatoes,1990-01-01,1761,49695.0,25.76,141084,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Potatoes,1990-01-01,1761,49695.0,24.64,141084,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Potatoes,1990-01-01,1761,49695.0,25.29,141084,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,"Rice, paddy",1990-01-01,1761,49695.0,21.88,18803,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,"Rice, paddy",1990-01-01,1761,49695.0,20.29,18803,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,"Rice, paddy",1990-01-01,1761,49695.0,17.77,18803,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,"Rice, paddy",1990-01-01,1761,49695.0,17.77,18803,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,"Rice, paddy",1990-01-01,1761,49695.0,27.65,18803,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,"Rice, paddy",1990-01-01,1761,49695.0,20.29,18803,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,"Rice, paddy",1990-01-01,1761,49695.0,27.07,18803,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,"Rice, paddy",1990-01-01,1761,49695.0,18.47,18803,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,"Rice, paddy",1990-01-01,1761,49695.0,25.76,18803,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,"Rice, paddy",1990-01-01,1761,49695.0,24.64,18803,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,"Rice, paddy",1990-01-01,1761,49695.0,25.29,18803,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Sorghum,1990-01-01,1761,49695.0,21.88,17150,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Sorghum,1990-01-01,1761,49695.0,20.29,17150,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Sorghum,1990-01-01,1761,49695.0,17.77,17150,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Sorghum,1990-01-01,1761,49695.0,17.77,17150,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Sorghum,1990-01-01,1761,49695.0,27.65,17150,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Sorghum,1990-01-01,1761,49695.0,20.29,17150,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Sorghum,1990-01-01,1761,49695.0,27.07,17150,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Sorghum,1990-01-01,1761,49695.0,18.47,17150,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Sorghum,1990-01-01,1761,49695.0,25.76,17150,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Sorghum,1990-01-01,1761,49695.0,24.64,17150,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Sorghum,1990-01-01,1761,49695.0,25.29,17150,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Soybeans,1990-01-01,1761,49695.0,21.88,17322,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Soybeans,1990-01-01,1761,49695.0,20.29,17322,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Soybeans,1990-01-01,1761,49695.0,17.77,17322,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Soybeans,1990-01-01,1761,49695.0,17.77,17322,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Soybeans,1990-01-01,1761,49695.0,27.65,17322,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Soybeans,1990-01-01,1761,49695.0,20.29,17322,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Soybeans,1990-01-01,1761,49695.0,27.07,17322,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Soybeans,1990-01-01,1761,49695.0,18.47,17322,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Soybeans,1990-01-01,1761,49695.0,25.76,17322,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Soybeans,1990-01-01,1761,49695.0,24.64,17322,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Soybeans,1990-01-01,1761,49695.0,25.29,17322,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Sweet potatoes,1990-01-01,1761,49695.0,21.88,101661,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Sweet potatoes,1990-01-01,1761,49695.0,20.29,101661,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Sweet potatoes,1990-01-01,1761,49695.0,17.77,101661,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Sweet potatoes,1990-01-01,1761,49695.0,17.77,101661,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Sweet potatoes,1990-01-01,1761,49695.0,27.65,101661,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Sweet potatoes,1990-01-01,1761,49695.0,20.29,101661,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Sweet potatoes,1990-01-01,1761,49695.0,27.07,101661,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Sweet potatoes,1990-01-01,1761,49695.0,18.47,101661,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Sweet potatoes,1990-01-01,1761,49695.0,25.76,101661,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Sweet potatoes,1990-01-01,1761,49695.0,24.64,101661,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Sweet potatoes,1990-01-01,1761,49695.0,25.29,101661,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Wheat,1990-01-01,1761,49695.0,21.88,11540,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Wheat,1990-01-01,1761,49695.0,20.29,11540,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Wheat,1990-01-01,1761,49695.0,17.77,11540,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Wheat,1990-01-01,1761,49695.0,17.77,11540,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Wheat,1990-01-01,1761,49695.0,27.65,11540,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Wheat,1990-01-01,1761,49695.0,20.29,11540,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Wheat,1990-01-01,1761,49695.0,27.07,11540,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Wheat,1990-01-01,1761,49695.0,18.47,11540,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Wheat,1990-01-01,1761,49695.0,25.76,11540,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Wheat,1990-01-01,1761,49695.0,24.64,11540,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Wheat,1990-01-01,1761,49695.0,25.29,11540,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Yams,1990-01-01,1761,49695.0,21.88,91489,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Yams,1990-01-01,1761,49695.0,20.29,91489,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Yams,1990-01-01,1761,49695.0,17.77,91489,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Yams,1990-01-01,1761,49695.0,17.77,91489,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Yams,1990-01-01,1761,49695.0,27.65,91489,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Yams,1990-01-01,1761,49695.0,20.29,91489,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Yams,1990-01-01,1761,49695.0,27.07,91489,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Yams,1990-01-01,1761,49695.0,18.47,91489,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Yams,1990-01-01,1761,49695.0,25.76,91489,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Yams,1990-01-01,1761,49695.0,24.64,91489,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Yams,1990-01-01,1761,49695.0,25.29,91489,BRAZIL,9990,2720.0,both,9990.0
BRAZIL,Cassava,1991-01-01,1761,58349.44,21.43,126164,BRAZIL,9970,2780.0,both,9970.0
BRAZIL,Cassava,1991-01-01,1761,58349.44,20.13,126164,BRAZIL,9970,2780.0,both,9970.0
BRAZIL,Cassava,1991-01-01,1761,58349.44,17.95,126164,BRAZIL,9970,2780.0,both,9970.0
BRAZIL,Cassava,1991-01-01,1761,58349.44,17.95,126164,BRAZIL,9970,2780.0,both,9970.0
BRAZIL,Cassava,1991-01-01,1761,58349.44,27.34,126164,BRAZIL,9970,2780.0,both,9970.0
BRAZIL,Cassava,1991-01-01,1761,58349.44,20.13,126164,BRAZIL,9970,2780.0,both,9970.0
BRAZIL,Cassava,1991-01-01,1761,58349.44,27.21,126164,BRAZIL,9970,2780.0,both,9970.0
BRAZIL,Cassava,1991-01-01,1761,58349.44,19.11,126164,BRAZIL,9970,2780.0,both,9970.0
